0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.56, 0.335, 0.65, 0.65, 0.54
-0.15, -0.1, 0, 0.1, 0.15, -0.15, -0.1, 0, 0.1, 0.15, -0.15, -0.1, 0, 0.1, 0.15, 0.06, 0.175, 0.175, -0.175, -0.075
0.389, 0.391, 0.401, 0.410, 0.404, 0.512, 0.512, 0.514, 0.508, 0.511, 0.591, 0.592, 0.592, 0.598, 0.594, 0.563, 0.293, 0.631, 0.628, 0.543
-0.177, -0.120, -0.01, 0.102, 0.160, -0.152, -0.09, -0.009, 0.09, 0.13, -0.138, -0.094, -0.005, 0.077, 0.125, 0.041, 0.216, 0.131, -0.148, -0.075
